"title","author","url","description","subjects"
"The Raven","Edgar Allan Poe","https://www.gutenberg.org/ebooks/17192","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Apology, Crito, and Phaedo of Socrates","Plato","https://www.gutenberg.org/ebooks/13726","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Die Deutschen Familiennamen, geschichtlich, geographisch, sprachlich (German)","Albert Heintze","https://www.gutenberg.org/ebooks/58804","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Ancient Pagan and Modern Christian Symbolism","Thomas Inman and M.R.C.S.E. John Newton","https://www.gutenberg.org/ebooks/38485","Free kindle book and epub digitized and proofread by volunteers.","[]"
"漢書 (Chinese)","Gu Ban","https://www.gutenberg.org/ebooks/23841","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Mysterious Island","Jules Verne","https://www.gutenberg.org/ebooks/1268","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Andersen's Fairy Tales","H. C. Andersen","https://www.gutenberg.org/ebooks/1597","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Martian: A Novel","George Du Maurier","https://www.gutenberg.org/ebooks/27400","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Beautiful and Damned","F. Scott Fitzgerald","https://www.gutenberg.org/ebooks/9830","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Gorgias","Plato","https://www.gutenberg.org/ebooks/1672","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Plutarch's Morals","Plutarch","https://www.gutenberg.org/ebooks/23639","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Satyricon of Petronius Arbiter","Petronius Arbiter","https://www.gutenberg.org/ebooks/5611","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Roughing It","Mark Twain","https://www.gutenberg.org/ebooks/3177","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Haunted Man and the Ghost's Bargain","Charles Dickens","https://www.gutenberg.org/ebooks/644","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Moby-Dick; or, The Whale","Herman Melville","https://www.gutenberg.org/ebooks/15","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Green Mummy","Fergus Hume","https://www.gutenberg.org/ebooks/2868","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The innocence of Father Brown","G. K. Chesterton","https://www.gutenberg.org/ebooks/204","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Adventures of Pinocchio","Carlo Collodi","https://www.gutenberg.org/ebooks/500","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Anglo-Saxon Chronicle","Unknown","https://www.gutenberg.org/ebooks/657","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Argonautica","Rhodius Apollonius","https://www.gutenberg.org/ebooks/830","Free kindle book and epub digitized and proofread by volunteers.","[]"
"All About Coffee","William H. Ukers","https://www.gutenberg.org/ebooks/28500","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Essays of Schopenhauer","Arthur Schopenhauer","https://www.gutenberg.org/ebooks/11945","Free kindle book and epub digitized and proofread by volunteers.","[]"
"This Side of Paradise","F. Scott Fitzgerald","https://www.gutenberg.org/ebooks/805","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Barchester Towers","Anthony Trollope","https://www.gutenberg.org/ebooks/28811","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Fundamental Principles of the Metaphysic of Morals","Immanuel Kant","https://www.gutenberg.org/ebooks/5682","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Pilgrim's Progress from this world to that which is to come","John Bunyan","https://www.gutenberg.org/ebooks/131","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Journey to the Center of the Earth","Jules Verne","https://www.gutenberg.org/ebooks/19513","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Waterloo Roll Call","Charles Dalton","https://www.gutenberg.org/ebooks/51143","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Lost World","Arthur Conan Doyle","https://www.gutenberg.org/ebooks/139","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Aeneid of Virgil","Virgil","https://www.gutenberg.org/ebooks/22456","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Uncle Remus, his songs and his sayings","Joel Chandler Harris","https://www.gutenberg.org/ebooks/21605","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Diary of Samuel Pepys — Complete","Samuel Pepys","https://www.gutenberg.org/ebooks/4200","Free kindle book and epub digitized and proofread by volunteers.","[]"
"English Fairy Tales","Joseph Jacobs","https://www.gutenberg.org/ebooks/26460","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Course of Pure Mathematics","G. H. Hardy","https://www.gutenberg.org/ebooks/38769","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Anne of the Island","L. M. Montgomery","https://www.gutenberg.org/ebooks/51","Free kindle book and epub digitized and proofread by volunteers.","[]"
"臺灣外紀 (Chinese)","active 1692 Risheng Jiang","https://www.gutenberg.org/ebooks/27218","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Troilus and Criseyde","Geoffrey Chaucer","https://www.gutenberg.org/ebooks/257","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Herland","Charlotte Perkins Gilman","https://www.gutenberg.org/ebooks/32","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Emile","Jean-Jacques Rousseau","https://www.gutenberg.org/ebooks/5427","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Syndrome","Thomas Hoover","https://www.gutenberg.org/ebooks/34321","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Politics: A Treatise on Government","Aristotle","https://www.gutenberg.org/ebooks/6762","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The American Occupation of the Philippines 1898-1912","James H. Blount","https://www.gutenberg.org/ebooks/36542","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Dhammapada, a Collection of Verses; Being One of the Canonical Books of the Buddhists","Unknown","https://www.gutenberg.org/ebooks/2017","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Autobiography of a Yogi","Paramahansa Yogananda","https://www.gutenberg.org/ebooks/7452","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Peter and Wendy","J. M. Barrie","https://www.gutenberg.org/ebooks/26654","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Les Fleurs du Mal (French)","Charles Baudelaire","https://www.gutenberg.org/ebooks/6099","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Las Fábulas de Esopo, Vol. 01 (Spanish)","Aesop and George Fyler Townsend","https://www.gutenberg.org/ebooks/21143","Free kindle book and epub digitized and proofread by volunteers.","[]"
"西湖佳話 (Chinese)","pseud. Langzi Mo","https://www.gutenberg.org/ebooks/24273","Free kindle book and epub digitized and proofread by volunteers.","[]"
"What Is Art?","graf Leo Tolstoy","https://www.gutenberg.org/ebooks/64908","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Language of Flowers","Kate Greenaway","https://www.gutenberg.org/ebooks/31591","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Goethe's Theory of Colours","Johann Wolfgang von Goethe","https://www.gutenberg.org/ebooks/50572","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Psychopathia sexualis: With especial reference to contrary sexual instinct","R. von Krafft-Ebing","https://www.gutenberg.org/ebooks/64931","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Euthyphro","Plato","https://www.gutenberg.org/ebooks/1642","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Book of the Courtier","conte Baldassarre Castiglione","https://www.gutenberg.org/ebooks/67799","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Sun Also Rises","Ernest Hemingway","https://www.gutenberg.org/ebooks/67138","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Chess Fundamentals","José Raúl Capablanca","https://www.gutenberg.org/ebooks/33870","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Memoirs of Jacques Casanova de Seingalt, 1725-1798. Complete","Giacomo Casanova","https://www.gutenberg.org/ebooks/2981","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Wendigo","Algernon Blackwood","https://www.gutenberg.org/ebooks/10897","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Martin Eden","Jack London","https://www.gutenberg.org/ebooks/1056","Free kindle book and epub digitized and proofread by volunteers.","[]"
"西遊記 (Chinese)","Cheng'en Wu","https://www.gutenberg.org/ebooks/23962","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Women in the fine arts, from the Seventh Century B.C. to the Twentieth Century A.D.","Clara Erskine Clement Waters","https://www.gutenberg.org/ebooks/12045","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Country of the Blind, and Other Stories","H. G. Wells","https://www.gutenberg.org/ebooks/11870","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Polyglot of Foreign Proverbs","Unknown","https://www.gutenberg.org/ebooks/51090","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Twice-told tales","Nathaniel Hawthorne","https://www.gutenberg.org/ebooks/13707","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Scenes in the Life of Harriet Tubman","Sarah H. Bradford","https://www.gutenberg.org/ebooks/57821","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Genesis (Hebrew)","Unknown","https://www.gutenberg.org/ebooks/20676","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The possessed :  or, The devils","Fyodor Dostoyevsky","https://www.gutenberg.org/ebooks/8117","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Typee","Herman Melville","https://www.gutenberg.org/ebooks/23969","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Stories from Tagore","Rabindranath Tagore","https://www.gutenberg.org/ebooks/33525","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Reflections; or Sentences and Moral Maxims","François duc de La Rochefoucauld","https://www.gutenberg.org/ebooks/9105","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Murder on the Links","Agatha Christie","https://www.gutenberg.org/ebooks/58866","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Lineage, Life and Labors of José Rizal, Philippine Patriot","Austin Craig","https://www.gutenberg.org/ebooks/6867","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Philippine Islands, 1493-1898 — Volume 07 of 55","Unknown","https://www.gutenberg.org/ebooks/13701","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Spy","James Fenimore Cooper","https://www.gutenberg.org/ebooks/26272","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Complete Project Gutenberg Works of Jane Austen","Jane Austen","https://www.gutenberg.org/ebooks/31100","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Outline of History: Being a Plain History of Life and Mankind","H. G. Wells","https://www.gutenberg.org/ebooks/45368","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Dracula's Guest","Bram Stoker","https://www.gutenberg.org/ebooks/10150","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Gilded Age: A Tale of Today","Mark Twain and Charles Dudley Warner","https://www.gutenberg.org/ebooks/3178","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Adventures of Sherlock Holmes","Arthur Conan Doyle","https://www.gutenberg.org/ebooks/48320","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Danish History, Books I-IX","Grammaticus Saxo","https://www.gutenberg.org/ebooks/1150","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Anne of Avonlea","L. M. Montgomery","https://www.gutenberg.org/ebooks/47","Free kindle book and epub digitized and proofread by volunteers.","[]"
