title,author,url,description,subjects,categories,avg_rating,ratings_count,publisher,published_date,page_count,isbn10,isbn13,language,description_long,unique_id
The Copper Beech,maeve binchy,,"In the Irish town of Schancarrig, the young people carve their initials--and those of their loves-into the copper beech tree in front of the schoolhouse. But not even Father Gunn, the parish priest, who knows most of what goes on behind Shancarrig's closed doors, or Dr. Jims, the village doctor, who knows all the rest, realizes that not everything in the placid village is what it seems.",,Fiction,3.0,1.0,,1992,360.0,,The Copper Beechmaeve binchy,,,-9082373271415921744
Romance Treasury,unknown,,,,Romance,,,,1975,537.0,0919860028,9780919860025,,,7277402697605112371
Tara Road,maeve binchy,,"Thanks to a chance phone call, Ria from Dublin and Marilyn from New England switch houses for the summer with extraordinary results when they are drawn into lifestyles vastly different than their own.",,Detective and mystery stories,,,,1999,502.0,0385333951,9780385333955,,,3242623170620706160
The Thirteen,honore de balzac,,"This series of three novellas is unified by an overarching motif: in all three tales, a mysterious secret society known as The Thirteen is at work behind the scenes. The men in the group have pledged eternal loyalty to each other, and if any member ever finds himself in peril, it is the sworn duty of the others to come to his aid. Honore de Balzac uses this premise as a device to explore a wide range of topics, including clashes between different classes of society, doomed romances, and intrigue driven by greed.",,Classic literature,,,,2014,0.0,1620139669,9781620139660,,,-6903645636617397353
The Risk,elle kennedy,,Book two in the Briar U series by New York Times bestselling author Elle Kennedy.,,Fiction,,,,2019-02-18,408.0,177529398X,9781775293989,,,4608539691098776621
Persuasion,jane austen,,Classics with legible texts you can actually read at a fantastic price.,,Books and reading,,,"Atlantic Publishing, Croxley Green",2012-01-31,0.0,1908533080,9781908533081,,,59468532049055031
Charmed,nora roberts,,,,Love stories,,,,2005,559.0,0733563503,9780733563508,,,-3296119623352145454
Hillbilly Rockstar,lorelei james,,"She's protecting his body and guarding her heart.... Country music star Devin McClain understands there's a downside to life in the public eye, but the laidback Wyoming cowboy has never imagined he'd attract crazed fans who would do anything to garner his attention. When veiled threats become real, he agrees to hire a discreet security detail. But Devin is shocked when that bodyguard is a hard-bodied woman. He's even more stunned to be attracted to the steely-eyed stunner. Former soldier Liberty Masterson's return to civilian life has been fraught with challenges until she lands a job with a prestigious security firm. But when she agrees to provide personal protection during a cross-country tour, she doesn't realize she has signed up to masquerade as the playboy star's girlfriend. Though she's more comfortable in combat boots than high heels, she has no choice but to appear to be the sexy groupie Devin prefers. Living in close quarters causes the chemistry between them to ignite, and Devin realizes he wants to turn their charade of a romance into reality. Although Liberty surrenders to his every whim behind closed doors, she fears the sexy country star doesn't see the real her; and Devin can't help but worry when the tour ends that there might not be enough between them to build something that won't fade away....",,Fiction,,,Penguin,2014,402.0,0451413970,9780451413970,,,5327503253709540307
Above and Beyond,sandra brown,,"Trevor falls in love with Kyla when he reads the letters she sent to her husband, his now-dead comrade.",,Fiction,,,MIRA,2004,244.0,077832026X,9780778320265,,,-6453061496997067448
Fallen Too Far,abbi glines,,"Blaire Wynn left her small farmhouse in Alabama after her mother passed away to move in with her father and his new wife in their sprawling beach house along the Florida Gulf Coast. She isn't prepared for the lifestyle change and she knows she'll never fit into this world. Then there is her sexy stepbrother, Rush, who is as spoiled as he is gorgeous. He is also getting under her skin. She knows he is anything but good for her and that he'll never be faithful to anyone.",,Romance fiction,5.0,1.0,,2012-12,298.0,0988301318,9780988301313,,,-5632560259311477970
September,rosamunde pilcher,,""" ... A story of homecomings and heartbreaks, friendships, betrayls, forgiveness, and love.""--Publisher's website.",,Fiction,,,Macmillan,1991-07-15,626.0,0312924801,9780312924805,,,-4723342157627760826
Bride of the Tiger,heather graham pozzessere,,"Bride Of The Tiger by Heather Graham Pozzessere released on Feb 23, 1996 is available now for purchase.",,Fiction,,,MIRA,1996,258.0,1551661462,9781551661469,,,1274974943576104910
The Princess Diaries,meg cabot,,"Just in time for the Disney feature-film release comes the paperback edition of ""The Princess Diaries""--the story of a 14-year-old high school girl who discovers she's the crown princess of a European principality.",,Juvenile Fiction,5.0,1.0,Harper Collins,2001-06-26,322.0,0380814021,9780380814022,,,6924069588511862915
The Winemaker's Wife,kristen harmel,,"If you love The Beekeeper's Promiseand The Tattooist of Auschwitzthen you'll adore this beautiful story of love, loss, hope and survival. East of Paris in the sun-drenched vineyards of northern France lies the famous champagne house Maison Chauveau. But behind the extravagant exterior of the grand house is a world of secrets. 1940: When young Ines married into the famed Chauveau family she dreamed of working alongside her husband and raising their beautiful children. But with German occupation comes a life of fear: for herself, for the husband who has joined the Resistance and for Celine, the Jewish wife of their chief vintner. As the Nazis march ever closer Ines will be faced with a terrible choice. 2019: Liv Kent has lost everything: her job, her husband and the family she thought they were building. Alone and adrift she leaps at the chance to join her eccentric grandmother on a trip to Champagne. But it's not long before past and present collide, and in a desperate search for the truth, Liv is led straight to the Maison Chauveau. What readers are saying about The Winemaker's Wife: 'A beautifully woven tale of love, betrayal and redemption' Goodreads reviewer, 5 stars 'This is a story of lovethrough generations, of the French Resistanceand families of blood and choice. Fabulous read!' Amazon reviewer, 5 stars 'A memorable book that weaves a heartbreaking, yet hopeful, tale. This book is fascinating and a must read!' Goodreads reviewer, 5 stars 'It is a story of love and betrayal. It's also a story of forgiveness... kept me intensely interesteduntil the very end' Amazon reviewer, 5 stars 'A deeply thoughtful historical fictionnovel, based on details of real-life Resistance activities that occurred in France during World War II' Gwendalynbooks.blog 'I would highly recommendThe Winemaker's Wifeto those who like historical fiction and women's fiction. A 5 star for me!' Stories Unfolded Blog 'This was a wonderfully twisty book... I definitely want to read more from this author' The Good, the Bad and the Unread",,Fiction,,,,2021-04,336.0,1787394840,9781787394841,,,-6355976924458904551
Someone to Honor,mary balogh,,"Abigail Westcott must contend with the infuriating charms of Gilbert Bennington, the officer who has escorted her wounded brother, Harry, home from the Napoleonic wars.",,Fiction,,,Berkley Books,2019,338.0,0593098102,9780593098103,,,-920633888128454559
Chaser,kylie scott,,"Given his well-earned bad boy reputation, Eric is having a tough time scoring. When single Jean moves to town, she seems heaven sent by the sex gods. Only problem is, she not only wants nothing to do with him, but it turns out that she's pregnant. Starting over in a small town, Jean is determined to turn her wild lifestyle around and be the kind of mother she always wished she'd had. Since local bar owner and all round hottie, Eric Collins, is now determined to steer clear of her pregnant self, it should be easy. When she goes into labour during a snow storm and her car slides on some ice, it's Eric who comes to the rescue. There seems to be a bond between them now, but is it enough? And can Eric give up his manwhore ways to be the man Jean needs?",,Fiction,,,St. Martin's Griffin,2018-04-17,285.0,1250083230,9781250083234,,,-979459010708053407
Chain of Gold,cassandra clare,,,,Brothers and sisters,,,,2019,,1406390224,9781406390223,,,8455121499889337904
Sweet Ache,k. bromberg,,"The New York Times bestselling author of the Driven series turns up the heat when a sexy bet turns into so much more.... Hawkin Play, the bad boy rock star with a good guy heart, has lived a lifetime of cleaning up after his twin brother's mistakes. Hunter's most recent screwup could land Hawke in jail and risk the band's future. Hawke agrees to guest lecture at a local college to stay in the judge's good graces--and a bet with his bandmate to seduce his sexy teaching assistant is icing on the cake. Quinlan Westin is harder to bed than Hawke imagined. She knows his type and is determined to avoid the rocker at all costs--even if their attraction runs deeper than simple lust. Just as Hawke might finally be winning over the girl, his brother has other plans. When Hunter realizes his twin finally has a weakness, he'll stop at nothing to take advantage....",,Fiction,,,Penguin,2015,402.0,0451473930,9780451473936,,,7553413820414630060
